rank,vectorizer_id,vectorizer_name,vectorizer_family,vectorizer_complexity,classifier_id,classifier_name,classifier_family,classifier_complexity,pipeline_id,status,accuracy,macro_f1,weighted_f1,precision_macro,recall_macro,train_time_sec,prediction_time_sec,model_size_kb,performance_score,efficiency_score,suitability_score,final_score,error
84,tfidf_char,Character TF-IDF,char_tfidf,medium,passive_aggressive,Passive Aggressive Classifier,online_margin,medium,tfidf_char__passive_aggressive,completed,0.4,0.38413547237076645,0.3798128342245989,0.40454545454545454,0.41269841269841273,0.02290511131286621,0.0035622119903564453,286.072265625,38.74532085561497,93.92739130020142,70,60.595404730628516,
85,tfidf_char,Character TF-IDF,char_tfidf,medium,sgd_log,SGDClassifier Logistic Loss,sgd,medium,tfidf_char__sgd_log,completed,0.4,0.38413547237076645,0.3798128342245989,0.40454545454545454,0.41269841269841273,0.027231454849243164,0.003774404525756836,286.03515625,38.74532085561497,93.88944387435913,70,60.587815245460064,
86,tfidf_char,Character TF-IDF,char_tfidf,medium,complement_nb,Complement Naive Bayes,naive_bayes,low,tfidf_char__complement_nb,completed,0.35,0.3512820512820513,0.34884615384615386,0.3666666666666667,0.35714285714285715,0.02066946029663086,0.003673553466796875,442.0556640625,35.05961538461539,90.8144567489624,85,60.19567981133095,
87,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,multinomial_nb,Multinomial Naive Bayes,naive_bayes,low,tfidf_bigram__multinomial_nb,completed,0.3,0.27481146304675713,0.278552036199095,0.2722222222222222,0.29365079365079366,0.005727052688598633,0.0014221668243408203,69.4619140625,28.166968325791853,98.49106939315797,100,60.19004645781712,
88,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,linear_svc,LinearSVC,margin_based,medium,tfidf_svd__linear_svc,completed,0.45,0.46068376068376066,0.4587179487179488,0.47222222222222215,0.4523809523809524,0.020521879196166992,0.0033054351806640625,,45.77179487179487,79.67854261398315,55,59.36019570228381,
89,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_bigram__sgd_hinge,completed,0.3,0.2914529914529915,0.2906410256410257,0.28690476190476194,0.30158730158730157,0.007983922958374023,0.001886129379272461,51.119140625,29.346794871794874,98.81654588699341,85,58.654046356885864,
90,tfidf_char,Character TF-IDF,char_tfidf,medium,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_char__sgd_hinge,completed,0.35,0.3449197860962567,0.34451871657754013,0.3742424242424242,0.35714285714285715,0.02170562744140625,0.0035741329193115234,286.056640625,34.6129679144385,93.93418544769287,70,58.32396944247975,
91,tfidf_bigram,TF-IDF 1-2 grams,tfidf_ngram,low,complement_nb,Complement Naive Bayes,naive_bayes,low,tfidf_bigram__complement_nb,completed,0.25,0.24155844155844156,0.24454545454545454,0.2392857142857143,0.24603174603174605,0.006893634796142578,0.0014791488647460938,75.7431640625,24.411688311688312,98.35502597808838,100,58.097433767046255,
92,tfidf_char_wb,Character WB TF-IDF,char_wb_tfidf,medium,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_char_wb__sgd_hinge,completed,0.3,0.2982905982905983,0.2998717948717949,0.3074074074074074,0.30158730158730157,0.01584482192993164,0.0032029151916503906,202.337890625,29.89551282051282,95.66599834442138,70,56.07573172016633,
93,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,logreg_balanced,Logistic Regression Balanced,linear,low,tfidf_svd__logreg_balanced,completed,0.35,0.3490675990675991,0.35743006993007,0.36296296296296293,0.3412698412698412,0.027085065841674805,0.0033910274505615234,,35.055506993007,79.63402795791626,70,55.7073344377371,
94,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,complement_nb,Complement Naive Bayes,naive_bayes,low,tfidf_svd__complement_nb,completed,0.3,0.24019607843137256,0.25220588235294117,0.2074074074074074,0.2857142857142857,0.03960609436035156,0.0056340694427490234,,25.69485294117647,79.42431926727295,70,50.51703297110165,
95,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,multinomial_nb,Multinomial Naive Bayes,naive_bayes,low,tfidf_svd__multinomial_nb,completed,0.3,0.22923976608187133,0.24070175438596492,0.19444444444444442,0.2857142857142857,0.026564836502075195,0.005493879318237305,,24.864912280701756,79.51097822189331,70,50.077897398764634,
96,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,random_forest_small,Small Random Forest,tree_based,high,tfidf_svd__random_forest_small,completed,0.35,0.3063973063973064,0.31262626262626264,0.3015151515151515,0.3412698412698412,0.19943594932556152,0.006064653396606445,,31.823232323232325,78.43950510025024,40,49.19067879782783,
97,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,bernoulli_nb,Bernoulli Naive Bayes,naive_bayes,low,tfidf_svd__bernoulli_nb,completed,0.35,0.1728395061728395,0.18148148148148147,0.11666666666666665,0.3333333333333333,0.04010891914367676,0.0036058425903320312,,21.84259259259259,79.54299592971802,70,48.42202511186953,
98,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,passive_aggressive,Passive Aggressive Classifier,online_margin,medium,tfidf_svd__passive_aggressive,completed,0.3,0.23558897243107768,0.2263157894736842,0.1978021978021978,0.31746031746031744,0.02252936363220215,0.003412485122680664,,25.030075187969924,79.66007471084595,55,47.94855629555265,
99,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,sgd_hinge,SGDClassifier Hinge Loss,sgd,medium,tfidf_svd__sgd_hinge,completed,0.3,0.23558897243107768,0.2263157894736842,0.1978021978021978,0.31746031746031744,0.02266526222229004,0.0034165382385253906,,25.030075187969924,79.65901613235474,55,47.94834457985441,
100,tfidf_svd,TF-IDF + SVD,dimensionality_reduction,high,sgd_log,SGDClassifier Logistic Loss,sgd,medium,tfidf_svd__sgd_log,completed,0.3,0.23558897243107768,0.2263157894736842,0.1978021978021978,0.31746031746031744,0.025814056396484375,0.0033774375915527344,,25.030075187969924,79.64246940612793,55,47.945035234609044,
